Date,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2016-01-02 14:00:00,1,61,648,216,4,-3,97,119,4,126,70.71000000000001,76.10000000000001,0.093,1010,0.5680000000000001,286.7,4.7,6.1052,4.6824
2016-01-02 14:30:00,1,69,717,284,4,-3,125,132,4,165,70.69,72.52,0.093,1010,0.595,286.7,4.6000000000000005,8.2536,6.3692
2016-01-02 15:00:00,2,73,772,344,4,-3,147,152,0,200,64.94,69.46000000000001,0.093,1010,0.622,278.7,4.6000000000000005,10.288,7.9722
2016-01-02 15:30:00,2,77,804,391,4,-3,157,276,0,265,64.9,66.97,0.093,1010,0.639,278.7,4.6000000000000005,13.9212,10.8167
2016-01-02 16:00:00,3,79,824,426,2,-3,164,329,0,303,66.89,65.14,0.093,1010,0.657,269.8,4.6000000000000005,16.1448,12.5652
2016-01-02 16:30:00,3,81,836,447,1,-3,81,836,0,447,66.85,64.02,0.093,1010,0.665,269.8,4.6000000000000005,24.0121,18.7049
2016-01-02 17:00:00,3,82,838,454,1,-2,82,838,0,454,64.99,63.64,0.093,1010,0.673,265.0,4.800000000000001,24.4533,19.054
2016-01-02 17:30:00,3,81,834,447,1,-2,81,834,0,447,64.97,64.03,0.093,1010,0.676,265.0,4.800000000000001,24.0104,18.7034
2016-01-02 18:00:00,4,81,818,424,2,-2,139,472,0,337,67.1,65.17,0.093,1010,0.679,263.2,4.9,17.9524,13.9717
2016-01-02 18:30:00,4,78,797,389,4,-2,146,351,0,283,67.09,67.01,0.093,1010,0.672,263.2,4.9,14.862,11.5473
2016-01-02 19:00:00,4,73,764,341,4,-2,137,319,4,248,68.47,69.51,0.093,1010,0.666,261.8,5.0,12.7515,9.8806
2016-01-02 19:30:00,3,67,716,282,0,-2,67,716,0,282,68.46000000000001,72.58,0.093,1010,0.65,261.8,4.9,14.0983,10.8784
2016-01-02 20:00:00,3,59,648,214,4,-1,59,648,4,214,70.82000000000001,76.17,0.093,1010,0.635,261.2,4.9,10.3634,7.9473
2016-01-02 20:30:00,2,48,542,140,4,-1,48,542,4,140,76.03,80.19,0.093,1010,0.625,261.2,4.800000000000001,0.0,0.0
2016-01-02 21:00:00,2,31,375,67,4,-1,31,375,4,67,82.42,84.58,0.093,1010,0.616,263.3,4.800000000000001,0.0,0.0
2016-01-03 13:00:00,2,28,444,70,1,0,28,444,0,70,91.14,84.5,0.093,1010,0.643,241.0,6.300000000000001,0.0,0.0
2016-01-03 13:30:00,3,41,608,146,1,0,41,608,0,146,84.84,80.10000000000001,0.093,1010,0.629,241.0,6.2,0.0,0.0
2016-01-03 14:00:00,4,50,711,221,0,0,50,711,0,221,81.73,76.08,0.093,1010,0.616,247.5,6.2,10.71,8.2144
2016-01-03 14:30:00,4,56,778,291,1,0,56,778,0,291,76.16,72.49,0.093,1000,0.607,247.5,6.1000000000000005,14.5605,11.2366
2016-01-03 15:00:00,5,62,819,350,1,0,62,819,0,350,71.17,69.42,0.093,1000,0.598,252.3,6.0,18.0103,13.957
2016-01-03 15:30:00,5,66,850,399,1,0,66,850,0,399,71.14,66.92,0.093,1000,0.603,252.3,6.2,20.9691,16.2937
2016-01-03 16:00:00,6,69,866,434,1,0,69,866,0,434,63.15,65.07000000000001,0.093,1000,0.608,256.1,6.4,23.1369,18.0081
2016-01-03 16:30:00,6,70,876,455,0,0,70,876,0,455,63.120000000000005,63.940000000000005,0.093,1000,0.623,256.1,6.300000000000001,24.4557,19.0516
2016-01-03 17:00:00,6,72,874,461,1,0,72,874,0,461,62.33,63.55,0.093,1000,0.638,261.40000000000003,6.300000000000001,24.8458,19.3612
2016-01-03 17:30:00,6,72,869,454,0,0,72,869,0,454,62.32,63.93,0.093,1000,0.65,261.40000000000003,6.1000000000000005,24.4036,19.0112
2016-01-03 18:00:00,6,69,860,432,0,0,69,860,0,432,62.940000000000005,65.05,0.093,1000,0.662,269.8,6.0,23.0337,17.928
2016-01-03 18:30:00,6,67,840,397,1,0,67,840,0,397,67.47,66.89,0.093,1000,0.666,269.8,5.9,20.869,16.2164
2016-01-03 19:00:00,6,67,795,347,1,0,67,795,0,347,68.56,69.38,0.093,1000,0.671,282.5,5.800000000000001,17.8623,13.8429
2016-01-03 19:30:00,5,62,748,287,1,0,62,748,0,287,73.55,72.45,0.093,1000,0.666,282.5,5.6000000000000005,14.3657,11.087
2016-01-03 20:00:00,5,56,668,218,1,0,56,668,0,218,75.32000000000001,76.03,0.093,1000,0.662,297.0,5.5,10.5687,8.1069
2016-01-03 20:30:00,4,46,565,144,1,0,46,565,0,144,80.84,80.05,0.093,1000,0.649,297.0,5.300000000000001,0.0,0.0
2016-01-03 21:00:00,3,32,388,69,1,0,32,388,0,69,80.63,84.44,0.093,1010,0.637,305.90000000000003,5.2,0.0,0.0
2016-01-04 13:00:00,-2,30,438,72,4,-6,30,438,4,72,68.74,84.49,0.093,1010,0.42,349.6,7.7,0.0,0.0
2016-01-04 13:30:00,-2,44,607,149,4,-6,44,607,4,149,68.75,80.09,0.093,1010,0.409,349.6,7.7,0.0,0.0
2016-01-04 14:00:00,-2,52,722,227,4,-7,52,722,4,227,63.93,76.06,0.093,1010,0.399,346.40000000000003,7.7,11.0025,8.4391
2016-01-04 14:30:00,-1,59,790,297,1,-7,59,790,0,297,59.41,72.46000000000001,0.093,1010,0.392,346.40000000000003,7.6,14.8648,11.472
2016-01-04 15:00:00,-1,61,848,360,1,-8,61,848,0,360,57.57,69.37,0.093,1010,0.386,344.1,7.5,18.5331,14.3629
2016-01-04 15:30:00,-1,64,878,410,1,-8,64,878,0,410,57.56,66.86,0.093,1010,0.382,344.1,7.4,21.5575,16.7519
2016-01-04 16:00:00,-1,65,901,447,1,-8,65,901,0,447,56.63,65.0,0.093,1010,0.378,343.1,7.300000000000001,23.8423,18.5582
2016-01-04 16:30:00,0,67,913,469,1,-8,67,913,0,469,56.620000000000005,63.85,0.093,1010,0.374,343.1,7.300000000000001,25.2241,19.6516
2016-01-04 17:00:00,0,67,917,477,1,-8,67,917,0,477,55.620000000000005,63.45,0.093,1010,0.371,342.8,7.4,25.7259,20.0485
2016-01-04 17:30:00,0,66,914,470,1,-8,66,914,0,470,55.63,63.82,0.093,1010,0.368,342.8,7.5,25.2832,19.6981
2016-01-04 18:00:00,-1,65,904,448,0,-9,65,904,0,448,54.02,64.93,0.093,1010,0.365,343.0,7.6,23.908,18.6104
2016-01-04 18:30:00,-1,63,885,412,0,-9,63,885,0,412,54.04,66.76,0.093,1010,0.363,343.0,7.800000000000001,21.68,16.8487
2016-01-04 19:00:00,-1,60,855,363,0,-9,60,855,0,363,55.92,69.24,0.093,1010,0.361,343.5,8.0,18.7088,14.5014
2016-01-04 19:30:00,-2,56,812,302,0,-9,56,812,0,302,55.96,72.31,0.093,1010,0.359,343.5,8.1,15.1362,11.6841
2016-01-04 20:00:00,-3,50,746,232,0,-10,50,746,0,232,57.61,75.89,0.093,1010,0.357,344.5,8.3,11.2601,8.6394
2016-01-04 20:30:00,-3,41,648,155,1,-10,41,648,0,155,57.64,79.91,0.093,1010,0.353,344.5,8.4,7.3897,5.6319
2016-01-04 21:00:00,-4,29,484,77,1,-10,29,484,0,77,59.36,84.29,0.093,1010,0.35,346.0,8.6,0.0,0.0
2016-01-04 21:30:00,-4,10,177,14,1,-10,10,177,0,14,59.4,88.99,0.093,1020,0.345,346.0,8.700000000000001,0.0,0.0
2016-01-05 13:00:00,-10,27,552,80,4,-13,27,552,4,80,78.07000000000001,84.48,0.093,1030,0.146,3.9,7.300000000000001,0.0,0.0
2016-01-05 13:30:00,-9,39,710,161,4,-13,39,710,4,161,72.18,80.07000000000001,0.093,1030,0.151,3.9,7.1000000000000005,0.0,0.0
2016-01-05 14:00:00,-8,46,805,241,1,-12,46,805,0,241,68.25,76.02,0.093,1030,0.156,6.0,6.9,11.6847,8.963
2016-01-05 14:30:00,-7,51,865,313,1,-12,51,865,0,313,63.18,72.41,0.093,1030,0.163,6.0,6.6000000000000005,15.6729,12.0966
2016-01-05 15:00:00,-6,55,906,375,1,-12,55,906,0,375,65.57000000000001,69.31,0.093,1030,0.171,7.1000000000000005,6.4,19.3155,14.9703
2016-01-05 15:30:00,-5,58,932,425,1,-12,58,932,0,425,60.72,66.79,0.093,1030,0.18,7.1000000000000005,6.1000000000000005,22.3587,17.3757
2016-01-05 16:00:00,-4,59,950,462,1,-11,59,950,0,462,58.48,64.92,0.093,1030,0.189,5.7,5.800000000000001,24.657,19.1936
2016-01-05 16:30:00,-3,60,959,484,1,-11,60,959,0,484,54.22,63.75,0.093,1030,0.199,5.7,5.4,26.0491,20.2958
2016-01-05 17:00:00,-3,60,961,491,1,-11,60,961,0,491,52.29,63.34,0.093,1030,0.21,2.5,5.1000000000000005,26.501,20.6542
2016-01-05 17:30:00,-2,60,956,484,1,-11,60,956,0,484,48.56,63.7,0.093,1030,0.22,2.5,4.800000000000001,26.0582,20.3037
2016-01-05 18:00:00,-2,59,944,461,1,-11,59,944,0,461,49.870000000000005,64.8,0.093,1030,0.231,359.3,4.5,24.6253,19.1708
2016-01-05 18:30:00,-1,57,925,424,1,-11,57,925,0,424,49.870000000000005,66.63,0.093,1030,0.24,359.3,4.2,22.3346,17.3595
2016-01-05 19:00:00,-1,55,895,374,0,-10,55,895,0,374,51.17,69.10000000000001,0.093,1030,0.249,356.5,4.0,19.2994,14.9615
2016-01-05 19:30:00,-1,51,854,313,0,-10,51,854,0,313,51.17,72.17,0.093,1030,0.256,356.5,3.7,15.708,12.1281
2016-01-05 20:00:00,-1,46,791,241,0,-9,46,791,0,241,56.120000000000005,75.74,0.093,1030,0.264,354.70000000000005,3.4000000000000004,11.7112,8.988
2016-01-05 20:30:00,-2,39,699,163,1,-9,39,699,0,163,56.13,79.76,0.093,1030,0.268,354.70000000000005,3.1,7.7697,5.9226
2016-01-05 21:00:00,-3,28,545,83,1,-8,28,545,0,83,65.22,84.14,0.093,1030,0.273,354.3,2.9000000000000004,0.0,0.0
2016-01-05 21:30:00,-3,11,253,16,1,-8,11,253,0,16,65.23,88.84,0.093,1030,0.276,354.3,2.9000000000000004,0.0,0.0
2016-01-06 13:00:00,-3,28,509,77,1,-8,28,509,0,77,66.36,84.46000000000001,0.093,1030,0.219,254.2,3.4000000000000004,0.0,0.0
2016-01-06 13:30:00,-2,41,672,157,1,-8,41,672,0,157,61.620000000000005,80.04,0.093,1030,0.215,254.2,3.6,0.0,0.0
2016-01-06 14:00:00,-1,49,770,236,1,-8,49,770,0,236,57.32,75.99,0.093,1030,0.212,249.4,3.8,11.445,8.7797
2016-01-06 14:30:00,0,55,835,308,1,-8,55,835,0,308,53.28,72.36,0.093,1030,0.212,249.4,3.8,15.4298,11.9098
2016-01-06 15:00:00,0,59,883,372,1,-8,59,883,0,372,53.96,69.25,0.093,1030,0.212,246.8,3.9,19.171,14.8594
2016-01-06 15:30:00,1,62,911,422,1,-8,62,911,0,422,53.93,66.71000000000001,0.093,1030,0.215,246.8,3.8,22.2151,17.2654
2016-01-06 16:00:00,2,63,933,460,1,-8,63,933,0,460,50.88,64.83,0.093,1030,0.219,244.8,3.8,24.5665,19.1245
2016-01-06 16:30:00,2,64,943,483,1,-8,64,943,0,483,50.85,63.65,0.093,1030,0.225,244.8,3.8,26.0134,20.2696
2016-01-06 17:00:00,3,64,948,491,1,-7,64,948,0,491,49.1,63.23,0.093,1030,0.232,240.6,3.8,26.521,20.6714
2016-01-06 17:30:00,3,63,944,484,0,-7,63,944,0,484,49.09,63.57,0.093,1030,0.241,240.6,3.7,26.0818,20.324
2016-01-06 18:00:00,3,62,933,461,1,-7,62,933,0,461,47.79,64.67,0.093,1030,0.25,235.8,3.7,24.6487,19.1911
2016-01-06 18:30:00,3,60,913,425,0,-7,60,913,0,425,47.78,66.48,0.093,1030,0.26,235.8,3.6,22.4138,17.4236
2016-01-06 19:00:00,3,57,884,375,0,-6,57,884,0,375,51.11,68.96000000000001,0.093,1030,0.27,234.4,3.5,19.3745,15.0222
2016-01-06 19:30:00,2,53,842,313,0,-6,53,842,0,313,54.85,72.01,0.093,1020,0.276,234.4,3.2,15.7314,12.149
2016-01-06 20:00:00,2,48,780,242,0,-3,48,780,0,242,67.55,75.59,0.093,1020,0.283,233.9,3.0,11.7743,9.0389
2016-01-06 20:30:00,1,40,687,164,1,-3,40,687,0,164,72.56,79.60000000000001,0.093,1020,0.287,233.9,3.0,7.8167,5.9595
2016-01-06 21:00:00,0,28,536,85,1,-4,28,536,0,85,70.91,83.99,0.093,1020,0.291,231.2,3.1,0.0,0.0
2016-01-06 21:30:00,0,11,252,17,0,-4,11,252,0,17,70.91,88.68,0.093,1020,0.296,231.2,3.2,0.0,0.0
2016-01-07 13:00:00,-1,28,455,72,8,-5,31,303,4,61,75.35000000000001,84.44,0.093,1020,0.45,306.7,1.7000000000000002,0.0,0.0
2016-01-07 13:30:00,0,42,618,149,8,-5,53,415,4,125,70.01,80.01,0.093,1020,0.471,306.7,1.7000000000000002,0.0,0.0
2016-01-07 14:00:00,0,51,717,225,8,-5,67,505,4,189,67.05,75.94,0.093,1020,0.492,307.1,1.7000000000000002,9.1694,7.0346
2016-01-07 14:30:00,1,58,781,295,8,-5,81,550,4,248,67.03,72.31,0.093,1020,0.521,307.1,1.7000000000000002,12.4298,9.5949
2016-01-07 15:00:00,2,65,814,354,8,-4,92,578,0,298,65.69,69.18,0.093,1020,0.55,312.70000000000005,1.7000000000000002,15.3668,11.9118
2016-01-07 15:30:00,3,69,843,403,8,-4,122,503,0,322,61.120000000000005,66.63,0.093,1020,0.582,312.70000000000005,1.6,16.9616,13.1834
2016-01-07 16:00:00,4,72,859,439,1,-4,72,859,0,439,52.83,64.73,0.093,1020,0.615,309.5,1.5,23.4622,18.2663
2016-01-07 16:30:00,4,73,869,461,8,-4,153,456,0,357,52.8,63.54,0.093,1020,0.649,309.5,1.4,19.242,14.9945
2016-01-07 17:00:00,5,76,863,466,8,-4,165,412,0,352,49.07,63.1,0.093,1020,0.684,296.8,1.4,19.0298,14.8339
2016-01-07 17:30:00,5,76,858,459,8,-4,154,456,0,358,49.06,63.440000000000005,0.093,1020,0.72,296.8,1.4,19.3093,15.048
2016-01-07 18:00:00,6,74,846,438,8,-4,147,450,0,341,47.08,64.53,0.093,1020,0.756,280.5,1.5,18.2511,14.2116
2016-01-07 18:30:00,6,71,824,402,8,-4,125,498,0,325,50.45,66.33,0.093,1020,0.788,280.5,1.4,17.1602,13.3415
2016-01-07 19:00:00,6,69,787,353,8,-2,120,457,4,286,59.03,68.8,0.093,1020,0.8200000000000001,283.0,1.4,14.7968,11.4749
2016-01-07 19:30:00,5,64,740,294,3,-2,64,740,4,294,59.03,71.86,0.093,1020,0.843,283.0,1.4,14.7971,11.43
2016-01-07 20:00:00,5,57,665,225,1,-3,57,665,0,225,55.27,75.43,0.093,1020,0.866,288.1,1.4,10.9619,8.4177
2016-01-07 20:30:00,5,47,564,151,1,-3,47,564,0,151,59.26,79.44,0.093,1020,0.875,288.1,1.3,7.1973,5.4884
2016-01-07 21:00:00,5,33,401,76,1,-4,33,401,0,76,54.81,83.83,0.093,1020,0.885,291.90000000000003,1.3,0.0,0.0
2016-01-07 21:30:00,4,12,133,15,0,-4,12,133,0,15,54.82,88.52,0.093,1020,0.883,291.90000000000003,1.2000000000000002,0.0,0.0
2016-01-08 13:00:00,0,33,348,67,1,0,33,348,0,67,93.28,84.41,0.093,1020,0.71,35.1,4.4,0.0,0.0
2016-01-08 13:30:00,0,50,520,141,4,0,50,520,4,141,93.29,79.97,0.093,1020,0.7030000000000001,35.1,4.4,6.7229,5.1234
2016-01-08 14:00:00,1,63,626,215,3,0,63,626,4,215,92.74,75.89,0.093,1020,0.6960000000000001,44.7,4.5,10.435,8.0063
2016-01-08 14:30:00,2,71,699,284,4,0,112,362,4,222,92.74,72.24,0.093,1020,0.6970000000000001,44.7,4.3,11.1339,8.5955
2016-01-08 15:00:00,3,72,773,348,2,0,117,433,0,272,91.12,69.10000000000001,0.093,1020,0.6980000000000001,44.6,4.1000000000000005,14.0359,10.8811
2016-01-08 15:30:00,3,77,806,398,8,0,126,485,0,320,84.84,66.54,0.093,1020,0.6990000000000001,44.6,4.3,16.8683,13.112
2016-01-08 16:00:00,4,79,831,435,1,1,79,831,0,435,82.77,64.62,0.093,1020,0.7010000000000001,51.5,4.5,23.267,18.116
2016-01-08 16:30:00,4,80,844,458,8,1,148,486,0,366,82.72,63.42,0.093,1020,0.7030000000000001,51.5,4.800000000000001,19.7435,15.3866
2016-01-08 17:00:00,5,81,849,467,8,1,182,329,0,332,84.94,62.98,0.093,1020,0.706,60.400000000000006,5.1000000000000005,17.9632,14.0036
2016-01-08 17:30:00,5,81,845,461,8,1,180,321,0,325,84.91,63.3,0.093,1020,0.714,60.400000000000006,5.2,17.5462,13.6754
2016-01-08 18:00:00,5,80,830,439,8,2,166,353,0,319,81.51,64.38,0.093,1020,0.723,68.3,5.4,17.0922,13.3107
2016-01-08 18:30:00,5,78,808,404,8,2,155,337,0,291,81.5,66.18,0.093,1010,0.739,68.3,5.2,15.383,11.9615
2016-01-08 19:00:00,5,77,763,355,8,2,146,299,4,255,84.39,68.64,0.093,1010,0.756,72.60000000000001,5.1000000000000005,13.2111,10.2471
2016-01-08 19:30:00,4,71,715,296,8,2,124,284,4,213,90.49,71.7,0.093,1010,0.77,72.60000000000001,4.9,10.7363,8.2951
2016-01-08 20:00:00,4,67,622,225,8,2,100,244,4,162,97.31,75.26,0.093,1010,0.785,75.2,4.800000000000001,7.904,6.0714
2016-01-08 20:30:00,3,55,517,152,8,2,72,199,4,109,97.31,79.28,0.093,1020,0.791,75.2,4.6000000000000005,5.196,3.9631
2016-01-08 21:00:00,3,41,324,76,8,2,42,119,4,55,95.76,83.66,0.093,1020,0.797,78.80000000000001,4.6000000000000005,0.0,0.0
2016-01-08 21:30:00,3,14,79,17,6,2,12,0,4,12,95.79,88.36,0.093,1020,0.806,78.80000000000001,4.3,0.0,0.0
2016-01-09 13:00:00,4,41,188,59,8,4,20,0,4,20,100.0,84.37,0.093,1020,1.566,78.80000000000001,4.9,0.0,0.0
2016-01-09 13:30:00,4,65,354,127,3,4,43,0,4,43,100.0,79.92,0.093,1020,1.589,78.80000000000001,4.9,2.0501,1.5624
2016-01-09 14:00:00,5,83,459,196,3,4,67,0,4,67,97.94,75.83,0.093,1020,1.612,84.80000000000001,4.9,3.2534,2.4965
2016-01-09 14:30:00,5,96,540,261,4,4,89,0,4,89,97.97,72.17,0.093,1020,1.647,84.80000000000001,4.4,4.4665,3.4486
2016-01-09 15:00:00,5,114,560,314,4,4,107,0,0,107,100.0,69.01,0.093,1020,1.682,82.7,3.9,5.5258,4.2842
2016-01-09 15:30:00,5,121,601,361,8,4,159,293,0,276,100.0,66.44,0.093,1020,1.693,82.7,3.9,14.5604,11.3191
2016-01-09 16:00:00,6,129,617,395,4,5,43,0,0,43,97.4,64.51,0.093,1020,1.705,74.0,3.9,2.3018,1.7924
2016-01-09 16:30:00,6,132,633,417,4,5,148,0,0,148,97.35,63.3,0.093,1020,1.715,74.0,4.0,7.9903,6.2276
2016-01-09 17:00:00,6,132,643,426,4,5,97,0,0,97,99.71,62.84,0.093,1010,1.725,74.8,4.1000000000000005,5.2532,4.0957
2016-01-09 17:30:00,6,131,639,420,4,5,141,0,0,141,99.68,63.15,0.093,1010,1.731,74.8,4.1000000000000005,7.6202,5.9398
2016-01-09 18:00:00,6,129,625,401,4,6,87,0,0,87,100.0,64.22,0.093,1010,1.738,74.60000000000001,4.3,4.6669,3.6348
2016-01-09 18:30:00,6,124,600,368,4,6,77,0,0,77,100.0,66.02,0.093,1010,1.734,74.60000000000001,4.5,4.0755,3.1695
2016-01-09 19:00:00,6,115,571,324,4,6,68,0,4,68,100.0,68.48,0.093,1010,1.73,76.5,4.800000000000001,3.5278,2.7368
2016-01-09 19:30:00,6,105,516,269,4,4,56,0,4,56,100.0,71.53,0.093,1010,1.74,76.5,4.800000000000001,2.8271,2.1848
2016-01-09 20:00:00,6,90,451,206,8,4,43,0,4,43,100.0,75.10000000000001,0.093,1010,1.75,81.0,4.800000000000001,2.1009,1.6142
2016-01-09 20:30:00,5,72,341,137,4,4,28,0,4,28,100.0,79.11,0.093,1010,1.793,81.0,4.4,1.3351,1.0185
2016-01-09 21:00:00,5,47,195,69,4,4,14,0,4,14,100.0,83.5,0.093,1010,1.837,83.0,4.1000000000000005,0.0,0.0
2016-01-09 21:30:00,5,14,24,15,4,4,3,0,4,3,100.0,88.19,0.093,1010,1.87,83.0,4.1000000000000005,0.0,0.0
2016-01-10 13:00:00,11,38,207,58,4,11,7,0,4,7,100.0,84.32000000000001,0.095,1000,3.067,154.20000000000002,8.200000000000001,0.0,0.0
2016-01-10 13:30:00,11,58,376,125,4,11,16,0,4,16,100.0,79.86,0.095,1000,3.043,154.20000000000002,7.800000000000001,0.7628,0.5814
2016-01-10 14:00:00,12,84,417,187,4,11,24,0,4,24,100.0,75.76,0.095,1000,3.019,155.3,7.5,1.1661,0.8949
2016-01-10 14:30:00,12,97,500,251,4,11,32,0,0,32,100.0,72.09,0.095,990,2.952,155.3,8.6,1.6071,1.241
2016-01-10 15:00:00,13,123,493,301,4,11,103,0,0,103,100.0,68.92,0.095,990,2.885,168.9,9.7,5.3234,4.1277
2016-01-10 15:30:00,13,132,535,347,4,11,28,0,0,28,100.0,66.33,0.095,990,2.869,168.9,9.8,1.4784,1.1494
2016-01-10 16:00:00,13,144,542,378,4,12,30,0,0,30,99.71,64.39,0.095,990,2.854,178.8,10.1,1.6073,1.2517
2016-01-10 16:30:00,13,147,558,399,4,12,26,0,0,26,99.61,63.17,0.095,990,2.955,178.8,9.1,1.4049,1.0951
2016-01-10 17:00:00,14,142,582,409,4,13,107,0,0,107,100.0,62.690000000000005,0.095,990,3.056,183.2,8.1,5.8006,4.5229
2016-01-10 17:30:00,14,141,578,404,3,13,105,0,4,105,100.0,63.0,0.095,990,3.012,183.2,6.9,5.6804,4.4282
2016-01-10 18:00:00,14,106,675,401,1,13,106,675,0,401,97.09,64.06,0.095,990,2.969,200.6,5.7,21.5349,16.7747
2016-01-10 18:30:00,14,102,657,371,1,13,102,657,0,371,100.0,65.85,0.095,990,2.669,200.6,5.2,19.6622,15.2933
2016-01-10 19:00:00,14,75,720,341,1,13,75,720,0,341,100.0,68.31,0.095,990,2.37,221.6,4.800000000000001,17.7164,13.7466
2016-01-10 19:30:00,13,69,688,289,1,13,69,688,0,289,100.0,71.35000000000001,0.095,990,1.831,221.6,4.6000000000000005,14.6143,11.297
2016-01-10 20:00:00,13,52,704,235,1,12,52,704,0,235,94.5,74.92,0.095,990,1.292,223.5,4.4,11.4996,8.8387
2016-01-10 20:30:00,12,44,612,161,8,11,44,612,4,161,100.0,78.93,0.095,990,1.256,223.5,5.1000000000000005,7.6793,5.8602
2016-01-10 21:00:00,12,32,464,86,3,11,32,464,4,86,100.0,83.32000000000001,0.095,990,1.221,220.8,5.800000000000001,0.0,0.0
2016-01-10 21:30:00,11,14,204,21,3,11,21,0,4,21,100.0,88.02,0.095,990,1.343,220.8,6.2,0.0,0.0
2016-01-11 13:00:00,-1,31,453,76,1,-6,31,453,0,76,64.9,84.27,0.095,1010,0.311,275.5,7.4,0.0,0.0
2016-01-11 13:30:00,0,45,624,156,1,-6,45,624,0,156,60.370000000000005,79.8,0.095,1010,0.308,275.5,7.5,7.4363,5.6682
2016-01-11 14:00:00,0,53,737,235,1,-7,53,737,0,235,57.88,75.69,0.095,1010,0.306,271.7,7.6,11.4243,8.7686
2016-01-11 14:30:00,0,59,804,308,1,-7,59,804,0,308,57.88,72.01,0.095,1010,0.307,271.7,7.6,15.4801,11.9549
2016-01-11 15:00:00,0,59,872,374,1,-7,59,872,0,374,57.5,68.82000000000001,0.095,1010,0.309,270.40000000000003,7.7,19.3463,15.0027
2016-01-11 15:30:00,0,62,901,426,0,-7,62,901,0,426,57.49,66.22,0.095,1010,0.309,270.40000000000003,7.7,22.5125,17.5045
2016-01-11 16:00:00,0,62,928,465,1,-7,62,928,0,465,57.65,64.27,0.095,1010,0.31,269.0,7.800000000000001,24.9346,19.4198
2016-01-11 16:30:00,0,63,940,489,1,-7,63,940,0,489,57.65,63.03,0.095,1010,0.309,269.0,7.9,26.4489,20.6181
